DirectoryFinWeek,Season,Week_start_date,Week_end_date,category,department,Gender,brand,Account_number,Orders,item_qty,%new customer,Revenue,Return value,Net Revenue,Return Rate,MD_revenue,FP_revenue,%Markdwon,%FullPrice,AOV
W202349,AW2023,30-12-2023,05-01-2024,coats,fashion,women,reiss,3325,3188,4994,18.62,191902,65757,55250,54.34,56296,135606,29.34,70.66,58.45748792
W202349,AW2023,30-12-2023,05-01-2024,desk and table lamps,homeware,unisex,next,8501,7182,14409,17.08,318893,339138,239337,58.63,45913,272980,14.4,85.6,98.29651657
W202349,AW2023,30-12-2023,05-01-2024,coats,fashion,men,next,6256,5959,7720,25.82,529674,100366,143215,41.2,87911,441763,16.6,83.4,89.28922287
W202349,AW2023,30-12-2023,05-01-2024,sleepsuits,fashion,Kids,next,6651,6502,11006,18.93,114455,173029,200371,46.34,33246,81209,29.05,70.95,83.87241689
W202349,AW2023,30-12-2023,05-01-2024,leggings,fashion,Kids,next,763,644,863,22.15,25044,118340,211818,35.84,6416,18628,25.62,74.38,80.62466422
W202349,AW2023,30-12-2023,05-01-2024,trainers,fashion,Kids,nike,4742,4571,7535,5.99,490157,297644,247547,54.59,154277,335880,31.48,68.52,127.7691587
W202349,AW2023,30-12-2023,05-01-2024,coats,fashion,women,friends like these,9035,8193,12605,22.6,551649,37323,51608,41.97,144227,407422,26.14,73.86,48.72931507
W202349,AW2023,30-12-2023,05-01-2024,dresses,fashion,women,roman,8919,7280,14350,10.28,157170,88373,120607,42.29,17265,139905,10.98,89.02,41.46428571
W202349,AW2023,30-12-2023,05-01-2024,suit trousers,fashion,women,next,1244,1057,1942,18.81,66382,127144,87513,59.23,14995,51387,22.59,77.41,24.59970204
W202349,AW2023,30-12-2023,05-01-2024,coats,fashion,Kids,next,998,848,1585,9.22,94149,62768,74009,45.89,26799,67350,28.46,71.54,22.54813716
W202349,AW2023,30-12-2023,05-01-2024,sideboards,homeware,unisex,next,586,488,861,11.43,15337,381047,182691,67.59,5130,10207,33.45,66.55,78.71237085
W202349,AW2023,30-12-2023,05-01-2024,t-shirts,fashion,men,next,1904,1824,3338,24.47,153086,44349,84098,34.53,26045,127041,17.01,82.99,72.40529876
W202349,AW2023,30-12-2023,05-01-2024,cushions,homeware,unisex,next,2212,1981,3886,19.85,131738,44480,45502,49.43,19193,112545,14.57,85.43,54.33695652
W202349,AW2023,30-12-2023,05-01-2024,shoes,fashion,men,next,1507,1393,1934,26.34,151865,3679,2604,58.55,19074,132791,12.56,87.44,30.5
W202349,AW2023,30-12-2023,05-01-2024,pyjamas,fashion,Kids,next,6487,6002,10831,8.12,691656,126596,171485,42.47,213517,478139,30.87,69.13,35.17594996
W202349,AW2023,30-12-2023,05-01-2024,dining chairs,homeware,unisex,next,9558,8738,16325,10.37,632721,38196,18128,67.81,117934,514787,18.64,81.36,48.89236111
W202349,AW2023,30-12-2023,05-01-2024,jackets,fashion,men,next,4637,4436,7976,9.53,547227,166869,163186,50.56,84980,462247,15.53,84.47,76.22517321
W202349,AW2023,30-12-2023,05-01-2024,dresses,fashion,women,sosandar,4287,4106,4808,14.7,174907,171810,103416,62.43,47300,127607,27.04,72.96,92.23391421
W202349,AW2023,30-12-2023,05-01-2024,dining tables,homeware,unisex,next,5307,4709,5860,8.8,215519,200613,135249,59.73,57284,158235,26.58,73.42,86.92080745
W202349,AW2023,30-12-2023,05-01-2024,bed sheets,homeware,unisex,next,5694,5278,5880,13.21,91238,150023,77880,65.83,22777,68461,24.96,75.04,87.72247883
W202349,AW2023,30-12-2023,05-01-2024,trainers,fashion,Kids,next,9971,9223,11705,12.62,597830,410759,744656,35.55,134390,463440,22.48,77.52,135.3420405
W202349,AW2023,30-12-2023,05-01-2024,floor lights,homeware,unisex,next,7877,6438,12513,9.39,133893,404144,232947,63.44,44349,89544,33.12,66.88,120.047296
W202349,AW2023,30-12-2023,05-01-2024,boots,fashion,Kids,next,2279,2195,3217,21.81,214841,190692,86405,68.82,22965,191876,10.69,89.31,82.64151506
W202349,AW2023,30-12-2023,05-01-2024,beds,homeware,unisex,next,6310,6055,8243,14.26,490998,57220,79852,41.74,73392,417606,14.95,85.05,33.77821587
W202349,AW2023,30-12-2023,05-01-2024,shelves,homeware,unisex,next,7625,7452,10455,17.09,167111,61445,142526,30.12,20596,146515,12.32,87.68,66.76628478
W202349,AW2023,30-12-2023,05-01-2024,shirts,fashion,men,reiss,3261,3105,4766,22.17,93169,77749,110818,41.23,25216,67953,27.06,72.94,29.76120581
W202349,AW2023,30-12-2023,05-01-2024,trainers,fashion,men,nike,7228,6099,9110,19.01,113738,277629,425823,39.47,12004,101734,10.55,89.45,86.89956763
W202349,AW2023,30-12-2023,05-01-2024,jackets,fashion,women,next,7772,6594,11601,25.68,197435,75746,144365,34.41,33428,164007,16.93,83.07,34.78365992
W202349,AW2023,30-12-2023,05-01-2024,shirts,fashion,Kids,next,8792,7324,12206,18.15,320248,61655,85311,41.95,47890,272358,14.95,85.05,24.56803745
W202349,AW2023,30-12-2023,05-01-2024,sandals,fashion,women,next,402,392,662,5.22,36051,318738,431739,42.47,6001,30050,16.65,83.35,111.1982516
W202349,AW2023,30-12-2023,05-01-2024,jeans,fashion,Kids,next,7261,6676,13147,22.02,376968,231942,134211,63.35,102571,274397,27.21,72.79,45.769125
W202349,AW2023,30-12-2023,05-01-2024,bikinis,fashion,women,next,1279,1141,1902,26.35,43131,2409,2253,51.67,8669,34462,20.1,79.9,24.03092784
W202349,AW2023,30-12-2023,05-01-2024,polo shirts,fashion,men,next,8993,8029,15538,9.28,700341,27396,20039,57.75,85273,615068,12.18,87.82,57.08182912
W202349,AW2023,30-12-2023,05-01-2024,shirts,fashion,women,next,7954,7053,14583,7.81,561866,286852,290621,49.67,155157,406709,27.61,72.39,96.53510532
W202349,AW2023,30-12-2023,05-01-2024,sweat tops,fashion,women,next,5863,5263,9168,26.97,610353,86330,69603,55.36,118491,491862,19.41,80.59,19.7708888
W202349,AW2023,30-12-2023,05-01-2024,knickers,fashion,women,next,269,249,313,8.92,16490,68233,37671,64.43,3418,13072,20.73,79.27,77.69919296
W202349,AW2023,30-12-2023,05-01-2024,dresses,fashion,women,phase eight,4525,4188,7085,9.83,450088,63423,124928,33.67,100054,350034,22.23,77.77,67.10046313
W202349,AW2023,30-12-2023,05-01-2024,trainers,fashion,Kids,adidas,1854,1749,2593,13.16,105532,44750,26332,62.96,32215,73317,30.53,69.47,65.75578168
W202349,AW2023,30-12-2023,05-01-2024,coats,fashion,women,superdry,3826,3496,7195,17.75,554217,215182,173453,55.37,69731,484486,12.58,87.42,156.1410205
W202349,AW2023,30-12-2023,05-01-2024,skirts,fashion,women,next,6133,5560,7181,14.56,537176,33399,72935,31.41,129989,407187,24.2,75.8,57.8216422
W202349,AW2023,30-12-2023,05-01-2024,coats,fashion,women,lipsy,5758,4668,7699,10.96,561201,43010,74260,36.68,109556,451645,19.52,80.48,26.59183673
W202349,AW2023,30-12-2023,05-01-2024,bras,fashion,women,victorias secret,7004,5941,12003,13.72,756463,77398,150378,33.98,195975,560488,25.91,74.09,47.53255426
W202349,AW2023,30-12-2023,05-01-2024,jackets,fashion,women,reiss,3701,3472,5241,23.18,415077,141326,258842,35.32,76080,338997,18.33,81.67,80.00159936
W202349,AW2023,30-12-2023,05-01-2024,chests,homeware,unisex,next,5250,4351,5654,23.26,82391,53986,93599,36.58,15197,67194,18.44,81.56,22.2803442
W202349,AW2023,30-12-2023,05-01-2024,trousers,fashion,women,friends like these,9246,8824,12924,23.95,1015192,58181,120328,32.59,324565,690627,31.97,68.03,53.12767857
W202349,AW2023,30-12-2023,05-01-2024,suit jackets,fashion,women,reiss,7175,6255,10845,16.56,335344,90407,63686,58.67,78573,256771,23.43,76.57,19.82158477
W202349,AW2023,30-12-2023,05-01-2024,boxers,fashion,men,next,6168,5260,7475,25.81,300044,475296,400473,54.27,53348,246696,17.78,82.22,125.6303256
W202349,AW2023,30-12-2023,05-01-2024,socks,fashion,Kids,next,9165,7875,14883,23.01,552028,188786,141119,57.22,170284,381744,30.85,69.15,49.72942418
W202349,AW2023,30-12-2023,05-01-2024,jumpers,fashion,men,reiss,7733,6852,10902,9.61,662064,316489,361939,46.65,95181,566883,14.38,85.62,87.43755639
W202349,AW2023,30-12-2023,05-01-2024,towels,homeware,unisex,next,2507,2477,3919,10.33,255235,87799,166048,34.59,79283,175952,31.06,68.94,34.13757396
W202349,AW2023,30-12-2023,05-01-2024,dresses,fashion,women,jolie moi,69,63,95,24.64,4631,290337,558109,34.22,1373,3258,29.65,70.35,102.0134664
W202349,AW2023,30-12-2023,05-01-2024,blouses,fashion,women,lipsy,1815,1686,2763,18.73,217390,33297,25832,56.31,68980,148410,31.73,68.27,98.87792642
W202349,AW2023,30-12-2023,05-01-2024,jumpsuit,fashion,women,next,9432,8757,11513,15.09,521505,1263,2535,33.25,169791,351714,32.56,67.44,62.26229508
W202349,AW2023,30-12-2023,05-01-2024,jumpsuit,fashion,women,reiss,5986,4879,5880,19.18,438021,81039,48514,62.55,140460,297561,32.07,67.93,30.1636787
W202349,AW2023,30-12-2023,05-01-2024,jumpers,fashion,women,love and roses,7235,7026,14358,14.21,928223,11835,22068,34.91,105018,823205,11.31,88.69,50.37592868
W202349,AW2023,30-12-2023,05-01-2024,jumpers,fashion,women,friends like these,4165,3945,6045,15.41,65580,260966,392606,39.93,9020,56560,13.75,86.25,118.9177584
W202349,AW2023,30-12-2023,05-01-2024,suit jackets,fashion,women,next,5482,4588,6173,24.3,221554,189049,302933,38.43,58651,162903,26.47,73.53,73.22250335
W202349,AW2023,30-12-2023,05-01-2024,vests,fashion,women,next,5722,5486,9582,24.45,467765,107629,206064,34.31,103491,364274,22.12,77.88,87.16115588
W202349,AW2023,30-12-2023,05-01-2024,cardigans,fashion,women,next,9986,8751,12087,17.06,393398,3268,6982,31.88,116180,277218,29.53,70.47,36.21908127
W202349,AW2023,30-12-2023,05-01-2024,joggers,fashion,men,next,7319,7014,10128,26.32,228151,20474,23828,46.21,26184,201967,11.48,88.52,14.48724657
W202349,AW2023,30-12-2023,05-01-2024,slippers,fashion,women,next,9626,8354,16174,13.25,371437,116311,79209,59.49,124275,247162,33.46,66.54,27.57686883
W202349,AW2023,30-12-2023,05-01-2024,hoodies,fashion,men,next,7989,7089,11608,5.68,559305,220649,338220,39.48,60268,499037,10.78,89.22,135.581999
W202349,AW2023,30-12-2023,05-01-2024,blouses,fashion,women,friends like these,8052,6464,10378,7.99,189526,56254,45092,55.51,50676,138850,26.74,73.26,15.07003717
W202349,AW2023,30-12-2023,05-01-2024,boots,fashion,men,next,304,282,518,25.99,17946,244894,271172,47.45,3761,14185,20.96,79.04,66.93463035
W202349,AW2023,30-12-2023,05-01-2024,jackets,fashion,women,joules,2276,1922,2762,8.26,87869,175400,162500,51.91,13909,73960,15.83,84.17,62.95882243
W202349,AW2023,30-12-2023,05-01-2024,shorts,fashion,men,next,9889,8845,10050,22.86,313015,17688,9454,65.17,82193,230822,26.26,73.74,24.7420237
W202349,AW2023,30-12-2023,05-01-2024,bags,fashion,women,next,1225,1075,2154,15.27,21669,284785,229291,55.4,6014,15655,27.75,72.25,75.35561419
W202349,AW2023,30-12-2023,05-01-2024,coats,fashion,men,reiss,557,520,600,9.69,10685,316071,156727,66.85,1720,8965,16.1,83.9,55.04692048
W202349,AW2023,30-12-2023,05-01-2024,dresses,fashion,women,apricot,5645,5129,9554,10.98,698816,160509,141488,53.15,177494,521322,25.4,74.6,98.24235524
W202349,AW2023,30-12-2023,05-01-2024,tv units,homeware,unisex,next,3693,3323,6211,19.85,366453,14833,34057,30.34,102959,263494,28.1,71.9,104.6895075
W202349,AW2023,30-12-2023,05-01-2024,trainers,fashion,women,adidas,3708,3429,5375,10.22,220977,47170,86718,35.23,29152,191825,13.19,86.81,84.36546944
W202349,AW2023,30-12-2023,05-01-2024,sweat top and legging set,fashion,Kids,next,7976,7491,8832,14.63,177094,129998,70772,64.75,27472,149622,15.51,84.49,59.68192628
W202349,AW2023,30-12-2023,05-01-2024,suit trousers,fashion,women,reiss,637,597,741,21.82,33835,34048,55218,38.14,8556,25279,25.29,74.71,75.71331637
W202349,AW2023,30-12-2023,05-01-2024,jumpers,fashion,women,lipsy,7608,6312,7997,16.51,631879,347736,605553,36.48,79584,552295,12.59,87.41,160.4053508
W202349,AW2023,30-12-2023,05-01-2024,jeans,fashion,women,river island,6204,5922,8503,23.24,606414,96885,211577,31.41,158064,448350,26.07,73.93,98.45579317
W202349,AW2023,30-12-2023,05-01-2024,blouses,fashion,women,reiss,6957,6640,9471,15.75,717585,288341,307814,48.37,105482,612103,14.7,85.3,124.8230737
W202349,AW2023,30-12-2023,05-01-2024,bedside tables,homeware,unisex,next,8271,8186,14130,21.45,545505,151149,232654,39.38,90483,455022,16.59,83.41,104.2659603
W202349,AW2023,30-12-2023,05-01-2024,coats,fashion,women,joules,6458,5206,7778,25.81,532006,100508,128845,43.82,161943,370063,30.44,69.56,52.29206566
W202349,AW2023,30-12-2023,05-01-2024,jeans,fashion,women,levis,473,405,631,18.39,10739,411051,659712,38.39,1939,8800,18.06,81.94,117.5887327
W202349,AW2023,30-12-2023,05-01-2024,pyjamas,fashion,men,next,9425,7953,14508,10.79,575114,185071,205872,47.34,192842,382272,33.53,66.47,43.995386
W202349,AW2023,30-12-2023,05-01-2024,boots,fashion,women,friends like these,8523,7623,15065,17.56,1134207,47966,85484,35.94,170027,964180,14.99,85.01,20.11910146
W202349,AW2023,30-12-2023,05-01-2024,wellies,fashion,Kids,next,3627,3587,5959,6.53,298923,255124,382410,40.02,34811,264112,11.65,88.35,113.7235105
W202349,AW2023,30-12-2023,05-01-2024,dresses,fashion,women,amanda holden x lipsy,6992,6024,10043,9.34,362002,179279,115144,60.89,81369,280633,22.48,77.52,38.92424643
W202349,AW2023,30-12-2023,05-01-2024,wardrobes,homeware,unisex,next,1926,1741,3310,8.72,60181,128529,167485,43.42,13988,46193,23.24,76.76,37.19236085
W202349,AW2023,30-12-2023,05-01-2024,bodysuits,fashion,Kids,next,1522,1403,2806,7.95,96405,43845,35439,55.3,23612,72793,24.49,75.51,55.48215535
W202349,AW2023,30-12-2023,05-01-2024,trainers,fashion,women,skechers,8600,7736,15521,26.88,376949,3924,4387,47.21,73435,303514,19.48,80.52,60.66423358
W202349,AW2023,30-12-2023,05-01-2024,jeans,fashion,women,gap,6509,5653,10961,9.28,754275,211490,122301,63.36,198493,555782,26.32,73.68,40.08057157
W202349,AW2023,30-12-2023,05-01-2024,coats,fashion,women,love and roses,9506,8482,17733,5.73,858051,491197,351248,58.31,149669,708382,17.44,82.56,108.5904872
W202349,AW2023,30-12-2023,05-01-2024,trousers,fashion,women,lipsy,6156,5515,8993,8.54,532676,109654,84281,56.54,136870,395806,25.69,74.31,80.57125052
W202349,AW2023,30-12-2023,05-01-2024,suit jackets,fashion,men,reiss,326,303,431,14.72,23400,98954,48623,67.05,7365,16035,31.47,68.53,57.35600466
W202349,AW2023,30-12-2023,05-01-2024,polo shirts,fashion,Kids,next,3185,3030,3534,8.32,166270,13886,12357,52.91,17944,148326,10.79,89.21,23.55745063
W202349,AW2023,30-12-2023,05-01-2024,sweat top and jogger sets,fashion,Kids,next,7184,6430,7911,13.15,507011,25512,11486,68.96,127608,379403,25.17,74.83,27.38564027
W202349,AW2023,30-12-2023,05-01-2024,boots,fashion,women,dune london,1483,1363,2040,15.31,34039,266717,512647,34.22,7265,26774,21.34,78.66,139.6209244
W202349,AW2023,30-12-2023,05-01-2024,polo shirts,fashion,men,reiss,5504,4604,5437,18.06,284393,348384,170161,67.18,55564,228829,19.54,80.46,124.2917066
W202349,AW2023,30-12-2023,05-01-2024,leggings,fashion,women,nike,5667,5530,7502,21.88,561926,105201,214924,32.86,115805,446121,20.61,79.39,74.86552853
W202349,AW2023,30-12-2023,05-01-2024,joggers,fashion,women,next,4638,4588,6142,13.84,446404,37351,72101,34.13,59638,386766,13.36,86.64,25.3185288
W202349,AW2023,30-12-2023,05-01-2024,boots,fashion,women,linzi,8634,8139,13547,26.27,299974,65636,120051,35.35,81255,218719,27.09,72.91,69.07998512
W202349,AW2023,30-12-2023,05-01-2024,knickers,fashion,women,victorias secret,5480,4712,9099,15.2,242278,141352,158028,47.21,60003,182275,24.77,75.23,41.85376765
W202349,AW2023,30-12-2023,05-01-2024,hoodies,fashion,women,next,8135,6846,9309,22.43,94581,44531,69220,39.15,32113,62468,33.95,66.05,17.02094868
W202349,AW2023,30-12-2023,05-01-2024,bikinis,fashion,women,reiss,8553,7249,12735,5.34,300286,537244,418371,56.22,42800,257486,14.25,85.75,129.311908
W202349,AW2023,30-12-2023,05-01-2024,skirts,fashion,women,lipsy,6233,5322,10053,17.23,344427,109582,201772,35.2,110577,233850,32.1,67.9,72.88249064
W202349,AW2023,30-12-2023,05-01-2024,tights,fashion,Kids,next,4139,4040,5774,26.12,260298,262463,279201,48.45,50137,210161,19.26,80.74,107.9872408
W202349,AW2023,30-12-2023,05-01-2024,throws,homeware,unisex,next,8522,7614,9286,24.01,372973,30806,18366,62.65,37665,335308,10.1,89.9,50.90269151
W202349,AW2023,30-12-2023,05-01-2024,socks,fashion,men,next,1403,1287,1955,9.34,64412,3626,2943,55.2,20265,44147,31.46,68.54,55.66949153
W202349,AW2023,30-12-2023,05-01-2024,joggers,fashion,men,nike,1417,1284,2605,9.17,49050,118862,73472,61.8,5973,43077,12.18,87.82,23.03401198
W202349,AW2023,30-12-2023,05-01-2024,hoodies,fashion,Kids,next,9447,8322,16807,10.85,1222461,43602,48109,47.54,247921,974540,20.28,79.72,111.7064555
W202349,AW2023,30-12-2023,05-01-2024,shirts,fashion,women,reiss,4406,3962,7842,13.6,491613,120402,83280,59.11,137869,353744,28.04,71.96,29.54482158
W202349,AW2023,30-12-2023,05-01-2024,skirts,fashion,women,friends like these,3885,3659,5381,7.16,327178,181756,98711,64.8,100755,226423,30.8,69.2,111.8289474
W202349,AW2023,30-12-2023,05-01-2024,top and legging set,fashion,Kids,next,5203,4969,8409,9.92,505883,145646,71831,66.97,166331,339552,32.88,67.12,76.04090909
W202349,AW2023,30-12-2023,05-01-2024,trainers,fashion,women,converse,1919,1735,2538,23.87,118926,91330,42627,68.18,17326,101600,14.57,85.43,42.67505575
W202349,AW2023,30-12-2023,05-01-2024,side table,homeware,unisex,next,3466,3325,4194,10.7,52428,67736,44345,60.43,16740,35688,31.93,68.07,19.10363048
W202349,AW2023,30-12-2023,05-01-2024,rugs,homeware,unisex,asiatic rugs,6124,5539,6411,20.02,423506,8908,5919,60.08,57254,366252,13.52,86.48,42.72910663
W202349,AW2023,30-12-2023,05-01-2024,jackets,fashion,Kids,next,6767,5505,8561,12.63,680202,374497,403313,48.15,158746,521456,23.34,76.66,129.3762475
W202349,AW2023,30-12-2023,05-01-2024,cardigans,fashion,Kids,next,5131,4184,5199,19.0,112897,89463,143744,38.36,15138,97759,13.41,86.59,83.6167085
W202349,AW2023,30-12-2023,05-01-2024,jeans,fashion,women,reiss,7437,7340,9682,21.66,660466,201883,206920,49.38,121393,539073,18.38,81.62,83.56561733
W202349,AW2023,30-12-2023,05-01-2024,flowers,homeware,unisex,next,3765,3219,4998,19.58,162361,107380,131853,44.89,37724,124637,23.23,76.77,26.9345868
W202349,AW2023,30-12-2023,05-01-2024,tunics,fashion,women,friends like these,9370,9183,12940,26.88,681432,51164,40003,56.12,153670,527762,22.55,77.45,26.50203488
W202349,AW2023,30-12-2023,05-01-2024,suit trousers,fashion,men,reiss,9610,8382,9290,16.49,249447,171500,101961,62.71,45431,204016,18.21,81.79,43.30340459
W202349,AW2023,30-12-2023,05-01-2024,stools and ottomans,homeware,unisex,next,30,25,34,13.33,2583,262866,269373,49.39,683,1900,26.44,73.56,62.9719593
W202349,AW2023,30-12-2023,05-01-2024,body mists,beauty,women,victorias secret,7708,6771,13556,14.12,428388,140054,93152,60.06,107311,321077,25.05,74.95,32.99462366
W202349,AW2023,30-12-2023,05-01-2024,briefs,fashion,Kids,next,1871,1689,3422,9.67,213629,44266,43052,50.7,34192,179437,16.01,83.99,116.1143617
W202349,AW2023,30-12-2023,05-01-2024,jackets,fashion,women,lipsy,3414,3032,5203,10.43,320295,329223,156565,67.77,90825,229470,28.36,71.64,80.13658858
W202349,AW2023,30-12-2023,05-01-2024,t-shirts,fashion,women,reiss,134,122,184,14.93,8921,31890,65404,32.78,2229,6692,24.99,75.01,70.09654179
W202349,AW2023,30-12-2023,05-01-2024,boots,fashion,women,lipsy,3701,3567,7166,17.4,112913,88836,153482,36.66,24702,88211,21.88,78.12,67.01272124
W202349,AW2023,30-12-2023,05-01-2024,trainers,fashion,women,next,2604,2477,2925,20.55,120998,16945,10828,61.01,36252,84746,29.96,70.04,48.98236332
W202349,AW2023,30-12-2023,05-01-2024,bikinis,fashion,women,pour moi,7024,5745,6909,13.14,76372,350484,804166,30.35,15254,61118,19.97,80.03,147.032981
W202349,AW2023,30-12-2023,05-01-2024,skirts,fashion,women,reiss,5592,5176,6552,19.55,129822,281253,434568,39.29,20868,108954,16.07,83.93,89.06569616
W202349,AW2023,30-12-2023,05-01-2024,socks,fashion,women,next,7673,6183,10037,12.39,717364,278698,381043,42.24,138546,578818,19.31,80.69,155.7462229
